Qualifier,1,1967,Blue 1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,false,false,false,74,|defense bot with no fouls, just sat there for a while during sandstorm, sat around for a bit outside of sandstorm, accidentally defended their own alliance for a sec, whole alliance stopped 20sec early, but they didn't climb|
Qualifier,2,3189,Blue 1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,false,false,false,29,|tried to climb 2, didn't work. got stuck on the ship during auto, really slow, surgical tubing intake|
Qualifier,3,5250,Blue 1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,false,false,false,32,|ramp worked???? ramp made of wood, alliance was missing a bot, omnis, not great at defence, Velcro intake not good|
Qualifier,4,5940,Blue 1,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,false,false,false,33,|had issues in sandstorm.
played good defense|
Qualifier,5,6662,Blue 1,2,0,0,0,0,1,1,3,1,0,1,2,0,0,0,0,false,false,false,26,|had a few misses with the hatch intake
didn't do well in sandstorm|
Qualifier,6,3598,Blue 1,2,0,0,0,0,1,1,3,1,0,2,2,0,3,0,0,false,false,false,47,|started had climb at 40 seconds 
good intake system|
Qualifier,7,2085,Blue 1,1,1,0,0,0,0,1,3,1,0,2,4,0,1,0,0,false,false,false,50,|both intakes were great
drivers new what they were doing|
Qualifier,8,4698,Blue 1,2,1,0,0,0,0,1,3,2,1,2,4,1,0,0,0,false,false,false,57,|both intakes were successful 
got caught putting cargo into the rocket|
Qualifier,9,701,Blue 1,2,1,0,0,0,0,1,3,2,1,2,4,1,1,0,0,false,false,false,39,|attempted defense - not successful
hab climb broke while defending|
Qualifier,10,7528,Blue 1,2,1,0,0,0,0,1,3,2,1,2,4,1,1,0,0,false,false,false,47,|broken
both intakes were bad|
Qualifier,11,2085,Blue 1,1,1,0,0,0,0,1,4,2,2,2,4,1,1,0,0,false,false,false,60,|both intakes were good 
the robot got stuck on top of a ball|
Qualifier,12,3250,Blue 1,1,1,0,0,1,0,1,1,2,1,2,1,3,1,0,0,false,false,false,38,|bad hatch intake 
good cargo intake
not good at avoiding defenders|
Qualifier,13,7419,Blue 1,2,1,0,0,1,0,1,2,2,1,3,2,3,3,0,0,false,false,false,69,|amazing intake systems
good jab climb|
Qualifier,14,6814,Blue 1,2,1,0,0,1,0,1,2,2,1,3,2,1,1,0,0,false,false,false,9,|the hatch panel got stuck in their intake
played bad defense|
Qualifier,14,5274,Blue 1,2,1,0,0,1,0,1,3,2,1,3,2,1,2,0,0,false,false,false,61,|good cargo intake
good hab climb
knocked hatch off |
Qualifier,15,7528,Blue 1,1,1,0,0,1,0,1,3,2,1,1,2,1,1,0,0,false,false,false,43,|had trouble releasing hatch intake|
Qualifier,17,4255,Blue 1,1,1,0,0,1,0,1,2,2,1,1,2,1,2,0,0,false,false,false,40,|good ball intake
no sandstorm strategy|
Qualifier,19,5940,Blue 1,1,1,0,0,1,1,1,2,2,1,1,4,1,3,0,0,false,false,false,56,|check naughtiest crud ayeajtskts rd mg zzz d|
Qualifier,20,5274,Blue 1,2,1,0,0,1,0,1,1,1,1,1,4,1,1,0,0,false,false,false,47,|Rocky drivetrain would not pick. bad at dealing with not only defense but their own teammates as well. I don't like this autocorrect it is bad|
Qualifier,21,6662,Blue 1,1,1,0,0,1,0,1,1,1,1,1,4,1,1,0,0,false,false,false,45,|DNP. Actively hurt their alliance- knocked off hatch panel and cargo. not very good at defense either.|
Qualifier,22,1967,Blue 1,1,1,0,0,1,0,1,1,1,1,1,2,2,1,0,0,false,false,false,70,|jank as hell. dropped a lot. carried by 2073, who did like a whole rocket. janksters is fitting|
Qualifier,23,4698,Blue 1,2,1,0,0,1,0,1,5,0,1,1,2,2,0,0,0,false,false,false,64,|pretty good. would pick, carried alliance. would want to see how it does with defense on them.|
Qualifier,24,4123,Blue 1,1,1,0,0,1,0,1,2,0,1,1,1,2,1,0,0,false,false,false,42,|carried by 1425. got a hatch panel stuck, but got it out. got a cargo stuck, but got it off. would not pick for offense. idk how it'd do on defense.|
Qualifier,25,2643,Blue 1,2,1,0,0,1,0,1,2,0,1,0,2,2,0,0,0,false,false,false,65,|wack cargo intake. couldnt get a proper hold on  hatches. carried by citrus|
Qualifier,26,2073,Blue 1,1,1,0,0,1,1,1,2,6,1,0,3,2,1,0,0,false,false,false,65,|likes to yeet hatch panels at the rocket from like 6 inches away. I'd say would pick but not happening|
Qualifier,27,1280,Blue 1,2,1,0,0,1,1,1,2,6,1,0,3,2,1,0,0,false,false,false,36,|got stuck on the hab 2. sideways. how!?!? got off like 40s before the match ended and didn't do anything, it looked like something came loose|
Qualifier,28,6918,Blue 1,1,1,0,0,1,1,1,1,0,1,0,3,2,2,0,0,false,false,false,34,|would not pick. kinda wasted time, inefficient. jank hatch mech and climb and everything|
Qualifier,29,114,Blue 1,1,1,0,0,1,2,1,2,3,1,0,2,2,0,0,0,false,false,false,49,|goog i'd say pick them but there's no point|
Qualifier,30,4643,Blue 1,1,1,0,0,1,2,1,2,3,1,0,2,2,0,0,0,false,false,false,43,|didnt show up|
Qualifier,32,2085,Blue 1,1,1,0,0,0,0,0,3,0,2,1,0,1,1,0,0,false,false,false,56,|bad hatch intake|
Qualifier,33,5940,Blue 1,1,1,0,0,0,0,1,3,1,2,1,5,1,1,0,0,false,false,false,63,||
Qualifier,34,3859,Blue 1,1,1,0,0,1,0,1,2,1,1,1,1,1,1,0,0,false,false,false,51,|accurate placement|
Qualifier,35,3925,Blue 1,2,1,0,0,1,0,1,2,1,1,1,1,1,0,0,0,false,false,false,29,|fell off hab two|
Qualifier,36,7667,Blue 1,2,1,0,0,1,0,1,1,0,2,1,1,1,0,0,0,false,false,false,32,|didn't move in the beginning, and got stuck it didn't move on and off throughtout the match|
Qualifier,37,5458,Blue 1,1,1,0,0,1,0,1,1,2,1,1,2,1,1,0,0,false,false,false,59,|kinda slow in getting cargo. not amazingly accurate. |
Qualifier,38,199,Blue 1,1,1,0,0,1,0,1,1,2,1,1,1,2,0,0,0,false,false,false,65,|took forever to get a hatch panel|
Qualifier,40,1662,Blue 1,2,1,0,0,1,0,1,2,2,1,1,1,2,0,0,0,false,false,false,38,|got pretty defended against shook it a few times. almost got to hab 3 but got stuck or not enough time|
Qualifier,41,7528,Blue 1,1,1,0,1,1,0,1,2,2,1,1,1,2,1,0,0,false,false,false,33,|connection to drjver station seems to have all but died. bacl in sort of at 1 min not really not a good bot dont pick|
Qualifier,42,114,Blue 1,1,1,0,1,1,2,1,2,1,2,1,1,1,0,0,0,false,false,false,44,|filled lvl 1 rocket panels in sand. pretty heavily defended against. good nav and linr up. not good at applying higher hatches |
