1,R 2,6174,1,1,0,0,0,0,5,1,0,0,0,1,1
2,R 2,100,0,1,0,0,1,0,1,1,0,0,0,1,1
3,R 2,2204,0,1,0,0,1,0,5,1,0,0,0,0,1
4,R 2,701,1,1,0,0,1,0,5,1,0,0,0,0,1
5,R 2,6657,0,1,0,0,1,0,2,1,0,0,0,0,1
6,R 2,3257,0,1,0,0,1,0,2,1,0,2,0,0,2
8,B 1,3880,1,0,0,0,0,0,0,0,0,0,0,1,1
9,B 1,2367,1,0,0,0,0,0,4,0,0,0,0,1,1
10,R 1,1056,1,0,0,0,0,0,3,1,0,0,0,1,1
11,R 1,7137,0,0,0,0,0,0,3,1,0,0,0,0,1
12,R 1,6657,1,0,0,0,0,0,3,1,0,0,0,0,1
13,R 1,6612,0,0,0,0,0,0,3,1,0,0,0,1,1
14,R 1,199,1,0,0,0,0,0,3,1,0,0,0,0,2
15,R 1,3189,0,0,0,0,0,0,3,1,0,0,0,0,1
16,R 1,6918,0,0,1,0,0,0,3,1,1,1,0,0,2
17,R 1,3859,0,0,1,0,0,0,3,1,1,1,0,0,1
18,R 1,2473,0,0,1,0,0,0,3,0,2,2,0,0,1
19,R 1,6981,1,0,1,0,0,0,3,0,2,2,0,0,1
20,R 1,5250,0,0,1,0,0,0,3,0,2,2,0,1,1
21,R 1,2839,1,0,1,0,1,0,3,0,4,2,0,0,2
22,R 1,3482,0,0,1,0,1,0,3,0,4,2,1,0,1
24,B 1,1056,1,0,1,0,1,0,3,0,4,1,1,0,1
25,B 1,3257,1,0,1,0,1,0,3,0,4,2,1,0,2
26,B 1,3859,0,0,1,0,1,0,1,0,4,2,1,0,1
27,B 1,4135,1,0,1,0,1,0,1,0,4,1,1,0,1
29,B 1,6981,0,0,1,0,1,0,4,0,4,1,1,0,1
30,B 1,6619,0,0,1,0,1,0,4,0,4,1,1,0,1
31,B 1,2551,0,0,1,0,1,0,5,0,1,1,1,0,1
32,B 1,3669,1,0,1,0,1,0,2,0,1,1,1,0,2
33,B 1,3189,1,0,1,0,1,0,1,0,1,1,1,0,2
34,B 1,1323,0,0,1,0,2,0,1,1,6,4,1,0,3
35,B 1,2204,0,0,1,0,2,0,3,1,6,4,1,0,1
36,B 1,6918,0,0,1,0,2,0,3,1,3,4,1,1,1
37,B 1,2141,0,0,1,0,2,0,1,1,3,4,1,1,1
38,B 1,4904,0,0,1,0,2,0,3,1,3,2,1,0,1
39,B 1,6662,1,0,1,0,2,0,0,1,3,1,1,0,2
40,B 1,973,1,0,1,0,2,0,2,1,2,2,1,0,3
41,B 1,5480,1,0,1,0,2,0,2,1,2,2,1,1,1
42,B 1,5419,0,0,1,0,2,0,2,1,2,4,1,0,3
43,B 1,4698,1,0,1,0,2,0,3,1,2,1,1,0,1
44,B 1,6918,0,0,1,0,2,0,3,1,2,3,1,0,2
45,B 1,5875,0,0,1,0,2,0,3,1,2,1,1,0,1
46,B 1,7870,0,0,1,0,2,0,3,1,2,1,1,1,1
47,B 1,701,0,0,1,0,2,0,2,1,2,1,1,1,1
48,B 1,6612,0,0,1,0,2,0,2,1,2,1,1,1,1
49,B 1,5027,0,0,1,0,2,0,2,1,2,1,1,1,1
50,B 1,7137,0,0,1,0,2,0,1,1,2,1,1,1,1
51,B 1,4904,1,0,1,0,2,0,1,1,1,3,1,0,1
52,B 1,5507,0,0,0,0,2,0,2,2,1,3,1,0,1
53,B 1,5875,0,0,0,0,2,0,2,2,1,3,1,0,1
54,B 1,2473,0,0,0,0,1,0,2,2,1,3,1,0,1
55,B 1,7663,1,0,0,0,1,0,3,2,1,3,1,0,1
56,B 1,1323,0,0,0,0,0,0,1,2,6,6,1,0,1
57,B 1,5430,0,0,0,0,0,0,1,2,6,6,1,1,1
59,B 1,3598,1,0,1,0,0,0,0,1,0,0,0,0,3
61,B 1,7663,0,0,0,0,0,0,3,0,0,0,0,1,1
62,R 0,2141,0,1,0,0,0,0,2,0,0,0,0,0,1
63,R 1,199,1,0,0,0,0,0,6,1,0,1,0,0,3
64,R 1,7137,0,0,0,0,0,0,5,1,0,1,0,0,1
65,R 1,6238,1,0,0,0,0,0,5,1,0,1,0,0,1
66,R 1,701,1,0,0,0,0,0,4,1,0,1,0,0,1
67,R 1,1072,1,0,0,0,1,0,3,1,1,1,0,0,1
68,R 1,5419,0,0,1,0,1,0,3,1,1,3,0,0,1
69,R 1,5496,0,1,1,0,1,0,3,1,1,3,0,0,2
70,R 1,1458,0,1,1,0,1,0,3,1,1,3,0,0,1
71,R 1,2141,1,1,1,0,1,0,4,1,1,3,0,0,1
72,R 1,6305,1,1,1,0,1,0,4,2,1,1,0,1,1
73,R 1,5875,0,1,1,0,1,0,4,2,1,2,0,0,1
74,R 1,7529,1,1,1,0,1,0,5,2,1,2,0,1,1
75,R 1,7870,0,1,1,0,1,0,5,2,1,2,0,0,1
77,R 1,2367,1,1,1,0,1,0,1,2,1,2,0,0,1
78,R 1,5480,1,1,1,0,1,0,1,2,1,2,0,0,1
79,R 1,6883,1,1,1,0,1,0,1,2,1,2,1,0,1
80,R 1,5250,0,1,1,0,1,0,1,2,1,2,1,1,1
81,R 1,3189,0,1,1,0,1,0,3,2,1,2,1,0,2
82,R 1,2085,1,1,1,0,1,0,6,1,1,2,1,0,1
83,R 1,4643,1,1,1,0,1,0,1,1,1,2,1,0,1
84,R 1,5507,0,1,1,0,1,0,5,2,1,2,1,0,3
85,R 1,6662,1,1,1,0,1,0,5,2,1,2,1,0,3
87,R 1,6619,1,1,1,0,1,0,5,2,1,2,1,1,1
1,R 3,6238,1,0,0,0,0,0,0,0,0,0,0,1,1
6,R 3,7229,0,1,0,0,0,0,1,0,0,0,0,0,1
7,R 3,6474,0,1,0,0,0,0,7,2,0,0,0,0,2
9,B 3,5274,1,0,0,0,0,0,4,0,0,0,0,0,1
10,B 3,3189,0,0,0,0,0,0,4,0,0,0,0,1,1
11,B 3,3250,0,0,0,0,0,0,4,0,0,0,0,0,1
12,B 3,5507,0,0,0,0,0,0,1,0,0,1,0,0,3
15,B 3,7802,1,0,0,0,0,0,2,0,0,0,0,0,1
16,B 3,7529,1,0,0,0,0,0,2,0,0,0,0,0,1
17,B 3,1678,0,0,0,0,1,0,1,0,2,1,0,1,1
18,B 3,6358,1,0,0,0,1,0,3,0,2,1,0,1,1
19,B 3,1056,1,0,0,0,1,0,1,0,2,1,0,1,1
20,B 3,7870,0,0,0,0,1,0,1,0,2,1,0,0,1
21,B 3,2367,1,0,0,0,1,0,1,0,2,1,0,1,1
22,B 3,2204,0,0,0,0,1,0,3,0,2,1,0,0,1
25,B 2,6918,0,0,1,0,0,0,1,1,1,1,0,0,2
26,B 2,2473,0,0,1,0,0,0,1,1,2,3,0,0,1
27,B 2,7137,0,0,0,0,0,0,1,1,2,3,0,1,1
27,B 2,100,0,0,0,0,0,0,1,1,2,3,0,1,1
0,B 2,6305,1,0,0,0,0,0,0,1,2,3,0,0,1
0,B 2,3257,1,0,0,0,0,0,0,0,0,0,0,0,1
35,B 2,6358,0,0,0,0,0,0,1,0,0,0,0,0,2
36,B 2,2367,1,1,0,0,0,0,1,0,0,0,0,0,1
37,B 2,5250,0,1,1,0,0,0,1,0,0,0,0,1,1
38,B 2,1056,1,1,1,0,0,0,3,0,0,0,0,0,1
47,B 2,6238,1,0,0,0,0,0,0,0,0,0,0,1,1
48,B 2,3189,0,0,0,0,0,0,2,0,0,0,0,0,2
54,B 2,2551,0,0,1,0,0,0,1,1,0,0,0,0,1
59,B 2,5496,0,1,0,0,0,0,3,0,0,0,0,0,2
61,B 2,7529,1,1,0,0,0,0,2,0,0,0,0,1,1
62,B 2,6612,0,1,0,0,0,0,2,0,0,0,0,1,1
63,R 2,5027,0,0,0,0,0,0,0,1,0,0,0,0,1
64,R 2,6981,1,0,0,0,0,0,0,1,0,0,0,1,1
65,R 2,2367,1,0,0,0,0,0,6,1,0,0,0,1,1
66,R 2,5430,0,0,0,0,0,0,6,1,0,0,0,1,1
67,R 2,1056,1,0,0,0,0,0,6,1,0,0,0,1,1
68,R 2,6883,1,0,0,0,0,0,6,1,0,0,0,1,1
69,R 2,4643,1,0,0,0,0,0,6,1,0,0,0,1,1
70,R 2,7137,0,1,0,0,0,0,3,1,0,0,0,1,1
71,R 2,199,1,1,0,0,0,0,3,1,0,0,0,1,1
72,R 2,3250,0,1,0,0,0,0,3,1,0,0,0,1,1
73,R 2,5274,1,1,0,0,0,0,4,1,1,0,0,0,1
74,R 2,3189,0,1,0,0,0,0,4,1,3,0,0,0,2
75,R 2,2085,1,1,0,0,0,0,4,1,3,0,0,0,1
76,R 2,3257,0,1,0,0,0,0,4,1,3,0,0,1,1
77,R 2,3482,0,1,0,0,0,0,4,1,3,0,0,0,1
78,R 2,701,0,1,0,0,0,0,2,1,3,0,0,1,1
6612,R 2,6612,1,1,0,0,0,0,2,1,3,0,0,0,2
80,R 2,7529,0,1,0,0,0,0,2,1,3,2,0,1,1
81,R 2,2839,0,0,0,0,0,0,2,0,0,0,0,0,3
82,R 2,3250,0,0,0,0,0,0,2,0,0,3,0,0,3
83,R 2,4904,1,0,0,0,0,0,2,3,0,2,0,0,1
85,R 0,2551,0,0,0,0,0,0,2,0,2,0,0,1,1
86,R 2,7663,0,0,0,0,0,0,3,0,2,0,0,1,1
87,R 2,3859,0,0,1,0,0,0,3,1,2,2,0,0,1
4,B 3,3669,1,0,0,0,0,0,0,0,0,1,1,0,1
5,B 3,4643,1,0,0,0,0,0,0,0,0,1,1,0,1
7,B 3,2839,1,0,0,0,1,0,2,0,0,0,0,0,3
8,B 3,7870,0,0,0,0,1,0,2,0,0,0,0,0,1
9,R 3,4698,0,0,0,0,0,0,0,0,2,2,0,0,1
10,R 3,7663,1,0,0,0,0,0,1,0,1,1,0,0,1
11,R 3,2551,0,0,0,0,0,0,4,2,1,1,0,1,1
12,R 3,6619,0,0,0,0,0,0,4,2,1,1,0,0,1
13,R 3,2839,0,0,1,0,0,0,4,2,1,1,0,0,1
13,R 3,100,0,0,1,0,0,0,4,2,1,1,0,0,1
14,R 3,4904,1,0,1,0,0,0,4,1,1,1,0,0,1
15,R 3,2367,1,0,1,0,0,0,2,1,1,1,0,1,1
17,R 3,3598,0,0,1,0,0,0,2,1,1,1,0,0,3
18,R 3,4135,0,0,2,0,0,0,0,0,0,0,0,0,2
20,R 3,100,1,0,2,0,0,0,0,0,0,0,0,1,1
21,R 3,5507,0,0,1,0,0,0,6,0,0,0,0,0,3
22,R 3,1323,0,0,1,0,2,0,2,0,6,4,0,0,3
24,R 1,2551,0,0,1,0,2,0,3,0,6,1,0,0,1
23,R 1,100,1,0,1,0,2,0,3,1,2,2,0,0,2
25,R 1,4698,0,0,1,0,2,0,5,2,2,2,0,0,1
26,R 1,6474,0,1,1,0,2,0,6,2,1,2,0,0,2
27,R 1,5871,1,1,1,0,2,0,6,2,1,1,0,0,1
28,R 1,5274,1,1,1,0,2,0,5,2,1,1,0,0,1
29,R 1,7802,1,1,1,0,2,0,1,2,1,1,0,0,1
30,R 1,1072,1,1,1,0,1,0,1,2,4,3,0,0,1
31,R 1,5430,0,1,1,0,1,0,1,2,4,3,0,0,1
32,R 1,6644,0,1,1,0,1,0,2,2,4,3,0,1,1
33,R 1,4135,1,1,1,0,1,0,2,2,4,4,0,0,2
34,R 1,5274,1,0,1,0,1,0,1,2,1,4,0,1,1
35,R 1,4643,1,0,1,0,1,0,1,2,1,4,0,0,1
36,R 1,6474,0,0,1,0,1,0,4,1,1,4,0,0,2
37,R 1,6174,1,0,1,0,1,0,4,1,1,1,0,0,1
38,R 1,7229,0,1,1,0,1,0,2,1,0,1,0,0,1
39,R 1,5458,1,1,0,0,1,0,2,1,2,1,0,0,2
40,R 1,7529,1,1,0,0,1,0,4,1,0,1,0,0,1
41,R 1,1678,0,1,0,0,2,0,1,1,6,4,0,0,3
42,R 1,7663,1,1,0,0,2,0,3,1,6,4,0,0,1
43,R 1,6174,1,1,0,0,2,0,5,1,6,1,0,1,1
44,R 1,7229,0,2,0,0,2,0,3,1,6,1,0,0,1
45,R 1,6883,1,2,0,0,2,0,3,1,6,1,1,1,1
46,R 1,6657,1,2,0,0,2,0,2,1,6,1,1,0,1
47,R 1,2204,0,2,0,0,2,0,3,1,6,1,1,0,1
48,R 1,6644,0,1,0,0,2,0,2,1,6,1,1,0,1
49,R 1,3880,1,1,0,0,2,0,2,1,6,1,1,0,1
50,R 1,6174,1,1,0,0,2,0,2,1,6,2,1,0,1
51,R 1,5871,1,1,0,0,2,0,2,1,6,2,1,0,1
52,R 1,3257,1,1,0,0,2,0,2,1,6,3,1,0,2
53,R 1,3250,0,1,0,0,2,0,2,1,6,1,1,0,1
54,R 1,7802,1,1,0,0,2,0,3,1,6,1,1,0,1
55,R 1,6619,0,1,0,0,2,0,3,1,6,1,1,0,1
56,R 1,2141,1,1,0,0,2,0,3,0,6,1,1,0,1
57,R 1,4135,1,1,0,0,1,0,3,0,6,2,1,0,2
58,R 1,6238,1,1,0,0,1,0,3,0,6,2,1,1,1
59,R 1,5480,1,1,0,0,1,0,3,0,6,2,1,0,1
60,R 1,5507,0,1,0,0,1,0,4,2,6,2,1,0,3
61,R 1,7802,1,1,1,0,0,0,2,2,6,2,1,0,1
63,R 0,6305,1,0,0,0,0,0,0,2,0,0,0,0,1
64,R 0,2839,1,0,0,0,1,0,0,0,2,3,0,1,1
65,R 0,7870,0,0,0,0,1,0,0,0,2,3,0,1,1
66,R 0,3482,0,0,0,0,1,0,0,0,2,3,1,1,1
68,R 0,5274,1,0,0,0,1,0,3,0,1,3,1,0,2
70,R 0,6358,1,0,0,0,1,0,3,0,1,3,1,1,1
71,R 0,2839,1,0,0,0,1,0,3,0,1,2,1,0,1
72,R 0,1056,1,0,0,0,1,0,3,0,1,2,1,0,2
73,R 0,4904,0,0,0,0,1,0,1,2,1,2,1,1,1
74,R 0,1678,0,0,0,0,1,0,4,0,6,5,1,0,1
75,R 0,5496,0,1,0,0,1,0,2,1,1,1,1,0,1
77,R 0,6981,0,0,0,0,0,0,0,0,0,0,0,1,1
78,R 0,7229,0,1,0,0,0,0,1,0,0,0,0,1,1
7663,R 0,7663,1,1,0,0,0,0,5,1,0,0,0,0,1
80,R 0,100,1,1,0,0,0,0,5,1,0,1,0,0,2
81,R 0,5419,1,1,0,0,0,0,5,1,0,2,0,0,3
82,R 0,5871,0,1,0,0,0,0,5,1,0,1,0,0,1
83,R 0,2367,1,1,0,0,0,0,3,1,0,1,0,0,1
84,R 0,2473,0,1,0,0,0,0,3,1,0,1,0,1,1
85,R 0,6657,1,1,0,0,0,0,3,1,0,1,0,0,1
86,R 0,7870,0,1,0,0,2,0,3,1,6,4,0,0,3
16,B 1,3482,0,0,0,0,0,0,0,0,0,0,0,0,1
17,B 1,973,1,0,0,0,1,0,0,0,3,4,0,0,3
18,B 1,2085,0,1,0,0,0,0,4,0,0,1,0,0,1
19,B 1,4698,1,0,0,0,0,0,0,0,1,4,0,0,1
20,B 1,6474,0,1,0,0,0,0,3,2,1,2,0,0,2
21,B 1,3250,0,0,0,0,0,0,0,6,0,0,0,1,1
22,B 1,5458,1,0,0,0,0,0,0,0,0,0,0,1,1
23,B 1,973,0,0,0,0,0,0,3,0,2,2,0,0,3
24,B 1,1056,1,0,0,0,0,0,0,0,0,1,0,0,1
25,B 1,3257,1,0,0,0,0,0,0,0,0,2,0,0,2
26,B 1,3859,1,0,1,0,0,0,1,0,0,0,0,0,1
27,B 1,4135,1,0,0,0,0,0,0,0,0,1,0,0,3
1,B 2,5480,1,0,0,0,0,0,0,0,0,0,0,0,1
1,B 2,7137,1,0,0,0,0,0,0,0,0,0,0,0,1
2,B 2,7137,0,0,0,0,0,0,2,0,0,0,0,0,1
3,B 2,1072,1,0,0,0,1,0,5,1,2,1,0,1,1
12,B 2,2204,0,0,0,0,0,0,4,0,0,0,0,0,1
13,B 2,6883,0,0,0,0,0,0,4,0,0,0,1,1,1
14,B 2,5419,0,0,1,0,0,0,4,0,0,0,1,1,1
15,B 2,2141,1,0,1,0,0,0,3,0,0,0,1,0,1
16,B 2,5274,1,0,0,0,0,0,4,0,1,0,0,1,1
24,R 3,5875,0,0,0,0,0,0,1,0,0,0,0,0,1
25,R 3,5480,1,0,0,0,0,0,1,0,0,2,0,1,1
26,R 3,4643,1,0,0,0,0,0,1,0,0,2,0,0,1
26,R 2,6238,1,0,0,0,0,0,1,0,0,2,0,0,1
27,R 3,6662,1,0,0,0,0,0,1,0,0,2,0,0,1
28,R 3,3189,0,0,0,0,0,0,1,0,0,2,0,0,2
29,R 3,6612,0,0,0,0,0,0,1,0,0,2,0,1,1
31,R 3,3880,0,0,0,0,0,0,0,1,0,3,0,0,1
32,R 3,5027,0,0,0,0,0,0,0,0,0,1,0,0,1
33,R 3,3482,0,0,0,0,0,0,2,0,0,1,0,0,1
34,R 3,100,0,0,1,0,0,0,2,1,0,1,0,0,1
35,R 3,5419,1,0,1,0,0,0,2,1,0,1,0,0,1
36,R 3,6657,0,0,1,0,0,0,2,1,0,1,0,1,1
37,R 3,1072,0,0,1,0,1,0,1,1,4,2,0,1,1
39,R 3,701,0,0,0,0,0,0,4,0,0,0,0,0,1
40,R 3,6981,1,0,0,0,0,0,0,0,0,0,0,0,1
42,R 3,6474,0,1,0,0,0,0,0,1,1,4,0,0,2
43,R 3,7137,0,0,0,0,0,0,0,1,1,4,0,1,1
44,R 3,1056,0,0,0,0,0,0,0,1,1,4,0,0,1
45,R 3,2367,0,1,0,0,0,0,2,1,1,4,0,1,1
46,R 3,100,1,0,0,0,0,0,0,1,1,2,0,0,1
47,R 3,2141,1,1,0,0,0,0,2,1,1,2,0,0,1
48,R 3,6662,1,1,0,0,1,0,2,1,1,2,0,1,1
49,R 3,5274,1,1,0,0,1,0,5,1,1,2,0,0,1
51,R 3,2839,0,1,1,0,1,0,1,1,1,2,0,0,3
1,R 3,2204,0,1,1,0,1,0,3,1,1,2,0,0,1
55,R 3,199,1,0,0,0,0,0,0,0,0,0,0,1,1
59,R 3,1458,0,0,0,0,0,0,4,1,0,0,0,1,1
60,R 3,6918,0,0,0,0,0,0,3,1,1,1,0,0,2
29,R 3,4904,1,0,0,1,0,0,3,1,1,1,0,0,1
63,R 3,4698,1,0,0,0,0,0,0,0,3,3,0,1,1
64,R 3,2473,0,0,0,0,0,0,1,0,3,1,0,1,1
65,R 3,5480,0,0,0,0,0,0,1,0,3,1,0,1,1
67,R 3,6474,0,1,0,0,0,0,2,0,3,1,0,1,1
68,R 3,3859,1,1,0,0,0,0,6,1,3,1,0,1,1
71,R 3,6644,0,1,0,0,0,0,3,1,3,1,0,1,1
72,R 3,2473,0,1,0,0,1,0,5,1,3,1,0,0,1
73,R 3,5430,1,0,0,0,1,0,5,1,3,1,0,0,1
73,R 3,100,1,0,0,0,1,0,5,1,3,1,0,0,1
74,R 3,100,1,0,0,0,1,0,5,1,0,5,0,1,1
77,R 3,3669,1,0,1,0,0,0,2,0,0,0,0,1,1
78,R 3,6662,0,0,1,0,0,0,2,0,0,1,0,0,1
79,R 3,6918,0,0,1,0,0,0,7,0,0,1,0,1,1
81,R 3,5875,0,0,1,0,0,0,7,0,0,1,0,0,1
83,R 3,701,0,0,0,0,1,0,3,0,1,0,0,0,1
84,R 3,3482,0,0,0,0,1,0,3,0,1,0,0,1,1
1,B 1,6883,0,0,0,0,0,0,0,0,0,0,0,0,1
2,R 3,5458,1,0,0,0,0,0,0,0,0,6,0,0,1
3,B 1,6612,0,0,0,0,0,0,0,0,0,6,1,1,1
5,B 1,2085,0,1,0,0,0,0,5,0,0,6,1,0,1
6,B 1,5430,0,1,0,0,0,0,5,0,0,6,1,0,1
10,R 2,6918,0,0,0,0,0,0,3,0,0,0,0,0,1
11,R 2,7229,0,1,0,0,0,0,3,0,0,0,0,1,1
13,R 2,7870,0,0,0,0,0,0,0,0,0,0,0,0,1
14,R 2,1323,0,0,0,0,2,0,0,0,6,4,0,0,3
15,R 2,5430,0,0,0,0,2,0,0,0,6,4,0,1,1
16,R 2,6662,1,0,0,0,2,0,0,0,6,1,0,0,2
17,R 2,3669,1,0,0,0,2,0,0,0,6,1,0,0,2
18,R 2,7663,1,0,0,0,2,0,4,1,6,1,0,0,1
19,R 2,5871,0,0,0,0,0,0,0,0,0,0,0,1,1
20,R 2,5430,0,0,0,0,0,0,0,0,0,0,0,1,1
21,R 2,5419,0,0,1,0,0,0,0,0,0,3,0,0,1
22,R 2,1458,0,0,1,0,0,0,3,0,0,3,0,1,1
28,B 3,6358,1,0,0,0,0,0,3,0,0,0,0,1,1
29,B 3,6657,0,0,0,0,0,0,3,0,0,0,0,1,1
31,B 3,5480,1,0,1,0,0,0,0,0,0,0,0,0,1
32,B 3,7137,0,0,1,0,0,0,0,0,0,0,0,1,1
33,B 3,6305,0,0,1,0,0,0,0,0,0,0,0,1,1
37,R 2,7663,0,0,0,0,0,0,3,1,0,0,0,1,1
38,R 2,6619,0,0,0,0,0,0,3,1,0,0,0,1,1
39,R 2,7802,1,0,0,0,0,0,1,1,0,0,0,1,1
40,R 2,1323,0,0,0,0,2,0,1,1,5,4,0,1,1
41,R 2,2839,1,0,0,0,1,0,4,1,5,4,0,0,2
43,R 1,4904,1,0,1,0,0,0,1,1,1,1,0,1,1
44,R 2,5458,1,0,1,0,1,0,2,1,2,1,0,0,2
45,R 2,6358,0,0,1,0,1,0,4,0,2,1,0,1,1
46,R 2,3859,0,0,0,0,0,0,0,0,1,0,0,1,1
47,R 2,5496,0,1,0,0,0,0,0,1,1,0,0,1,1
48,R 2,3598,1,1,0,0,0,0,0,1,1,0,0,0,2
49,R 2,4135,0,1,1,0,0,0,0,1,1,1,0,0,3
50,R 2,2367,0,1,1,0,0,0,0,1,1,1,0,0,1
51,R 2,6358,1,1,1,0,0,0,4,1,2,1,0,1,1
52,R 2,1056,1,1,1,0,0,0,4,1,2,1,0,0,1
53,R 2,3482,0,1,1,0,0,0,4,1,2,1,0,0,1
54,R 2,6918,1,1,1,0,0,0,2,1,2,1,0,0,2
55,R 2,3669,1,1,1,0,0,0,3,1,2,0,0,1,1
56,R 2,6474,0,1,1,0,0,0,2,2,2,0,0,0,2
58,R 2,6305,0,1,1,0,0,0,2,2,2,0,0,1,1
59,R 2,3859,0,1,1,0,0,0,3,1,2,0,0,0,1
60,R 2,100,0,1,1,0,0,0,3,1,2,0,0,0,2
61,R 2,3250,0,1,1,0,0,0,3,1,2,0,0,1,1
63,R 0,7229,0,1,1,0,0,0,5,1,2,0,0,1,1
64,R 0,6657,1,1,1,0,0,0,5,1,2,0,0,0,1
63,R 0,6657,0,0,0,0,0,0,0,0,0,0,0,0,1
63,R 0,100,0,0,0,0,0,0,0,0,0,0,0,0,1
68,R 0,5871,0,0,0,0,0,0,0,1,0,1,0,0,2
69,R 0,3189,0,0,0,0,0,0,3,0,0,1,0,0,1
70,R 0,6238,1,0,0,0,0,0,3,0,0,1,0,1,1
70,R 0,100,1,0,0,0,0,0,3,0,0,1,0,1,1
71,R 0,4135,1,0,0,0,0,0,3,0,3,1,0,1,1
73,R 0,6657,1,0,0,0,0,0,4,0,3,1,0,0,1
74,R 0,2551,1,1,0,0,0,0,0,1,3,2,0,0,1
75,R 0,4698,1,1,0,0,1,0,2,1,1,2,0,0,1
76,R 0,6474,0,1,0,0,1,0,4,1,1,1,0,0,2
77,R 0,3880,1,1,1,0,1,0,4,2,1,1,0,0,1
78,R 0,4698,1,1,1,0,1,0,4,2,1,1,0,1,1
78,R 0,1323,1,1,1,0,2,0,1,2,5,4,0,0,3
79,R 0,6305,0,1,1,0,2,0,1,2,5,0,0,0,1
81,R 0,6174,0,1,0,0,2,0,6,2,5,0,0,0,1
82,R 0,2141,1,1,0,0,2,0,2,2,5,0,0,0,1
83,R 0,3598,0,1,0,0,2,0,2,2,5,0,0,0,2
84,R 0,5274,1,1,0,0,2,0,8,2,5,0,0,0,1
85,R 0,4698,0,1,1,0,2,0,4,1,5,0,0,0,1
86,R 0,6981,1,1,1,0,2,0,2,1,5,0,0,0,1
87,R 0,5480,1,1,1,0,2,0,2,1,5,0,0,0,1
